country,Q1 1990,Q2 1990,Q3 1990,Q4 1990,Q1 1991,Q2 1991,Q3 1991,Q4 1991,Q1 1992,Q2 1992,Q3 1992,Q4 1992,Q1 1993,Q2 1993,Q3 1993,Q4 1993,Q1 1994,Q2 1994,Q3 1994,Q4 1994,Q1 1995,Q2 1995,Q3 1995,Q4 1995,Q1 1996,Q2 1996,Q3 1996,Q4 1996,Q1 1997,Q2 1997,Q3 1997,Q4 1997,Q1 1998,Q2 1998,Q3 1998,Q4 1998,Q1 1999,Q2 1999,Q3 1999,Q4 1999,Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002,Q2 2002,Q3 2002,Q4 2002,Q1 2003,Q2 2003,Q3 2003,Q4 2003,Q1 2004,Q2 2004,Q3 2004,Q4 2004,Q1 2005,Q2 2005,Q3 2005,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021
Czech Rep.,,,,,32.31649167,35.3729905,35.73358896,36.12853252,37.41638058,38.08606701,38.84160545,40.67893926,45.50409246,46.41417309,47.10102849,48.26867945,50.08884429,50.7756997,51.87466762,53.35140656,54.75721197,55.83228812,56.47733381,57.55240996,59.55921878,60.52678731,61.70937108,62.49776026,63.82368751,64.68374843,67.83730514,68.94821717,72.28095323,72.89016305,74.39526966,74.10858269,74.50277728,74.6102849,75.29116646,75.54201756,77.11879591,77.33381114,78.22970794,78.58806665,80.23651675,81.16824942,82.4583408,81.92080272,83.31840172,83.13922236,83.10338649,82.42250493,82.99587887,83.2108941,83.06755062,83.10338649,84.96685182,85.36104641,85.64773338,85.57606164,86.32861494,86.68697366,87.22451174,87.6545422,88.80129009,89.15964881,89.8046945,88.94463358,90.12721734,91.34563698,92.13402616,93.28077405,96.82852535,97.54524279,98.22612435,97.61691453,98.87117004,98.90700591,98.33363197,98.08278086,99.51621573,100.1612614,100.2329332,100.0895897,101.2721734,101.9172191,102.0247268,102.4547572,104.9632682,105.3574628,105.3574628,105.3932987,106.8625694,106.970077,106.6833901,106.6117183,107.0417488,107.1492564,107.3284358,107.0775847,107.1492564,107.8659738,107.7226304,107.1850923,107.6509586,108.1526608,108.2960043,108.7618706,110.2669772,110.5536642,111.0553664,111.5929045,112.3096219,113.0621752,113.7072209,113.9222362,115.355671,116.2515678,116.9324494,117.3624798,119.5126321,119.8709909,120.8027235,120.4443648,122.1286508,123.3470704,125.7839097,127.8265544
Denmark,65.33939827,65.84859566,66.32054638,66.94152308,66.96636372,67.59976074,67.8233122,68.3946112,68.53123114,69.25156682,69.25156682,69.42543701,69.43785733,69.93463798,70.08367467,70.4810999,70.66739755,71.33805196,71.54918311,71.95902866,72.33162039,72.96501741,72.86566199,73.30034818,73.66051603,74.40569235,74.55471833,75.0390858,75.26263726,75.93329524,76.31830372,76.64121418,76.80266405,77.43606464,77.59752165,77.93284885,78.35511829,79.19964289,79.64674583,80.30499063,80.80988483,81.73560575,81.81728774,82.36182841,82.74261227,83.81394518,83.77823409,84.02821177,84.81385591,85.70663334,85.70663334,86.24229979,87.13507723,87.67074368,87.27792161,87.4921882,87.95643246,88.63494331,88.31354343,88.7063655,89.02776538,90.13480939,90.31336488,90.56334256,90.88474243,91.95607535,92.02749754,92.09891974,92.5988751,93.42023034,93.06311936,94.09874118,95.42005178,96.70565128,96.95562896,96.84849567,97.09847335,97.88411749,97.91982859,98.06267298,99.13400589,100.0267833,100.2410499,100.5981609,101.8123382,103.0622266,102.9550933,103.205071,104.5620927,105.3120257,105.4905812,105.5262923,105.77627,106.2048031,106.0262477,106.2048031,106.4190697,106.8476029,106.6333363,106.7047585,106.7047585,107.4904026,107.2761361,107.0618695,107.0261584,107.633247,107.4546915,107.4904026,108.0617802,108.5260245,109.097402,108.8474243,108.7045799,109.5973574,110.0616016,109.7044907,109.9901794,110.4187126,110.5258459,110.4544237,110.6686903,110.5258459,111.0972235,110.9543791,111.4543344,112.3471119,113.2041782,114.4540666
Dominican Rep.,9.467254307,10.07919845,12.05984209,15.59813244,17.07507792,17.12316039,17.43976377,17.78987185,17.68774692,17.83175273,18.24081621,18.62450953,18.93370321,18.86121707,19.09188409,19.2984696,19.69271369,20.32914204,20.8079533,21.64895366,22.57725956,22.81026224,23.38378873,24.04695641,24.16808882,24.29518119,24.50249157,24.86403635,25.80434273,26.11103966,26.86610367,27.16482713,27.20919035,27.26949958,27.67999144,28.90660337,29.17994037,29.26748603,29.17604945,30.62833464,30.93474444,31.06703566,32.06700161,33.31695905,34.43754347,34.56399831,34.65640761,35.04355396,35.43070032,35.87426498,36.38592071,38.25550687,41.36045952,43.58120103,48.07715691,52.98944102,65.48220635,70.96353723,72.94790547,72.3360586,71.77771185,71.84677564,73.67064351,76.23962219,77.65883457,78.63350956,79.6957302,79.77549403,81.46707067,83.34054774,84.05258576,86.30250916,88.90845156,92.52992359,96.0648227,93.33631637,91.91224034,92.96765188,95.01913845,96.28855049,98.33322795,99.46353967,100.2076778,101.9955546,102.656263,105.2715177,107.3954653,107.8638263,108.755184,108.8821057,109.6903964,111.4940203,113.9990536,114.2128164,115.5755545,116.2335433,117.2856572,118.3477913,119.1828024,118.9991,118.3845318,118.6650956,119.7071894,121.0231669,120.6958425,120.7927038,121.5742742,122.4293255,124.2429696,124.4834528,125.4320254,127.2556896,128.8355306,129.9377452,130.2717497,130.2416893,130.2851098,131.5977473,132.5028993,134.3031832,134.744069,133.7721161,138.7688225,141.3938288,144.4475903,146.8982236,149.6442944,152.9163438
Ecuador,1.137752975,1.275027594,1.380698439,1.523428471,1.701849562,1.892327288,2.051372256,2.261653646,2.517955467,2.831718695,3.182968652,3.692511105,3.947136968,4.34690419,4.568164813,4.858772463,5.168636524,5.565068933,5.774067702,6.052960749,6.423536546,6.817852651,7.065890201,7.422046683,7.935081615,8.409956924,8.814872924,9.327907856,10.37093755,10.96665167,11.54328597,12.17503973,13.39190771,14.74869431,15.6306056,17.54918664,19.49532742,22.80037477,24.06812225,26.99178537,35.71316722,44.81211733,49.28315317,53.25641792,59.87244856,62.53938222,63.53789235,66.09034714,68.67884157,70.79458067,71.38605483,72.64532239,75.316496,76.56516367,76.76020174,77.34319598,78.01326801,78.89671407,78.6319424,78.83379803,79.20618014,80.19444785,80.26721671,81.06381949,82.22274706,82.68971569,82.82544741,83.57388487,83.91498107,84.10489304,84.92466364,85.90852593,88.34859472,91.71889508,93.37702826,93.87252807,95.31031641,96.74905065,96.63549825,97.57562392,99.15148386,99.89372614,100.0693416,100.8854484,102.5025772,104.0187114,104.9635872,106.4132548,108.2902392,109.3134882,110.2781695,111.3362338,112.1106344,112.4902328,112.6217007,113.9500955,115.4302984,116.3584418,117.2952352,118.2822682,119.7952854,121.685702,122.0970881,122.3269336,122.9942168,123.7146859,123.8459239,123.7479069,124.1493758,124.6847173,123.9925588,123.5389828,123.9635052,123.6431459,123.7196692,123.9269429,124.2030558,124.1271491,124.1179526,124.1225414,124.058138,124.9264292,123.2084161,122.6949745,122.9513989,123.5558706,124.1970377,124.8430958
El Salvador,30.20188479,32.05401207,32.49828724,33.71930839,35.26250261,36.33052834,37.68983382,37.69424715,38.11291227,38.98662555,41.53231518,44.82797977,46.26907852,47.47929967,49.58737816,50.37507821,52.00631146,52.981128,54.16116908,55.06808044,56.31451769,57.72845437,60.25603595,61.40287894,62.6930773,63.82483025,66.18340339,66.0732461,67.43587665,67.65920924,67.93384795,67.36495347,68.39409415,69.75974271,69.42474383,69.70240056,70.14755672,69.27535245,69.53641013,69.74917968,70.17622779,70.93374776,71.76219092,72.16660398,73.71635101,73.98344471,74.23243036,73.79783723,74.68211353,75.47434059,75.64787604,75.44265151,76.6302376,76.82942612,76.86564222,77.30928937,78.68700996,80.22166696,80.92486279,81.49677528,82.83073475,83.72255608,84.35030171,85.50016271,85.90004875,87.14195898,88.42310332,88.51967957,90.30935823,90.63077607,91.67047978,93.39678028,95.29359822,95.92737987,100.2868922,99.051018,98.64811395,99.19546294,98.76022158,98.73384331,99.54497494,99.63400158,99.87470324,100.9463202,102.0047481,105.9186231,106.3901345,106.2021894,106.7693221,107.2606173,106.7165655,107.0429966,107.8805065,107.6398048,107.7255342,107.7848853,108.5531522,108.5927196,109.7072013,109.0972039,107.606832,108.0453706,107.6200211,109.4895806,109.2580165,108.9463166,108.6417784,108.5297864,109.4674797,109.9472917,109.9812883,110.3873837,110.7677491,110.9014722,111.4136244,111.4956886,111.2416715,111.6915406,111.0254835,110.9547137,110.8700433,110.8623429,110.7467119,110.7810565,112.0279389,113.8081102,115.4322716,117.3593348
Finland,70.36570649,71.30069771,71.95662983,72.5863206,73.93157039,74.66859466,74.70437732,75.24104477,76.12118157,76.82481303,76.91068127,77.40442185,78.28455502,78.71866145,78.44913279,78.53977351,78.51114955,79.14799541,79.85162687,79.89933347,79.85375563,80.07504459,80.14435787,79.84842105,80.23500584,80.58693943,80.57361205,80.53894997,80.64026347,81.3787891,81.7413846,82.01332851,82.15197319,82.6692026,82.72253027,82.78917807,82.71185749,83.64234459,83.66633751,84.15157758,84.97180461,85.96755781,86.38938492,87.0092225,87.36792313,88.65350251,88.57602599,88.6190689,89.08394255,89.88456473,89.76977516,90.02804716,90.51874511,90.66222392,90.28631191,90.44700933,90.45561502,90.50152287,90.64787386,90.98649457,90.90935894,91.24380918,91.24380918,91.45664478,91.69987406,92.67281659,92.855244,93.34171707,93.85859472,94.95314826,95.16598023,95.89569348,97.44632278,98.81452106,99.51382248,99.54422705,99.02734941,99.02734941,98.75371193,98.51047901,99.18746659,99.95083374,99.81082549,101.0508742,102.3842653,103.2976353,103.6343159,104.3510136,105.5343983,106.394437,106.5177742,106.8377874,107.307807,107.9944991,107.9478333,108.3211778,108.7278497,108.9911988,109.1378907,109.2078821,108.5955115,108.8566195,108.7695835,108.9364024,108.5592465,109.1938839,109.2410283,109.7160997,109.6073047,110.0352316,109.9844606,110.3761225,110.4123875,111.1123018,111.4096747,111.8376016,111.6889151,112.4649859,112.4649859,112.7079614,112.5955399,112.269155,112.8240093,112.9436838,113.7741521,114.6118733,115.3081611,116.8276642
France,70.28101849,70.90042056,71.42832005,72.14274402,72.64248887,73.2337363,73.7158845,74.31065125,74.66258424,75.23623502,75.28902497,75.66207394,76.26036003,76.76010488,76.91143606,77.24929173,77.55547344,78.06225695,78.16079818,78.48809587,78.92097345,79.33625438,79.57556881,80.04363969,80.5856165,81.20853789,81.02905207,81.35634975,81.75755336,81.95815517,82.06725439,82.29953017,82.36991677,82.76760105,82.56699924,82.51420929,82.58107656,83.08434074,82.99635749,83.33069384,83.78820673,84.26683559,84.57653663,84.92495029,84.88271833,85.99482659,86.0792905,86.11800313,86.70925056,87.39200056,87.60667969,87.96565134,88.7610199,89.06368227,89.29947738,89.88720548,90.35879569,91.19287688,91.34068873,91.76652765,91.91433951,92.74490137,93.05812173,93.30799416,93.55434725,94.51864365,94.63478154,94.53272097,94.6418202,95.62723257,95.83487304,96.74989882,97.43264882,98.78759084,98.94948002,98.4532545,98.0414929,98.58346971,98.53067976,98.81222615,99.34012564,100.1742068,100.0510303,100.4346372,101.1244259,102.2435728,102.1907829,102.8876102,103.4647803,104.2883035,104.2108782,104.46427,104.5628112,105.1294234,105.189252,105.1435007,105.3229865,105.7910574,105.6080522,105.4356051,105.0695947,106.0162945,105.6960355,105.5341463,105.0273628,106.0092558,105.9916592,106.0620458,106.3224762,106.9489169,106.9137236,107.2726953,107.7689208,108.976051,109.317426,109.306868,109.0851502,110.2007778,110.4154569,110.4928822,110.3873023,110.5280755,110.7990639,110.5773461,111.2073061,112.0554646,112.71006,113.5828538
Germany,66.90397971,67.2536467,67.55669571,68.18611344,68.80573511,69.47245723,70.60588448,71.93932873,72.87273898,73.70614074,74.1061783,74.33952908,76.2730243,76.93974285,77.47312269,77.53979383,78.5398788,79.07325507,79.47328906,79.43995528,80.17334854,80.44003667,80.70672838,80.60671273,81.34011314,81.60680128,81.80681827,81.84015206,82.77356946,82.87357438,83.70697257,83.57363029,83.80698464,84.00700163,84.20701863,83.94033049,83.97366427,84.44037298,84.77373225,84.74039489,85.27377473,85.37378323,85.94049328,86.20718499,86.74056126,87.54062923,87.67397509,87.64063773,88.47403949,88.67405648,88.74072762,88.67405648,89.47412803,89.37411596,89.67414503,89.70747881,90.34086,91.04092305,91.30761119,91.50762818,91.80765367,92.17434673,92.80773507,93.04108584,93.37444869,93.8744876,94.17451667,94.24118423,95.04125221,95.80798283,96.30802889,97.14143065,97.84148655,98.57487981,99.27493929,98.70822567,98.64155095,98.84157152,99.04158494,99.10825965,99.4416225,99.94166141,100.1416784,100.4750377,101.308443,101.9418278,102.3418653,102.708562,103.475289,103.8419892,104.4087028,104.7753995,105.075425,105.4087842,106.1088401,106.1755149,106.3421981,106.5422151,107.0089166,106.7088911,106.2878426,107.5744473,107.7888814,107.1455791,106.6094938,107.7174034,108.3249667,108.2534886,108.3607057,109.2541812,110.0047006,109.7902665,109.7902665,111.1483492,112.0775637,111.9703466,111.2913053,113.0425172,113.7215586,113.3641684,113.1139952,113.9002536,113.6143415,113.0782562,114.650773,116.509202,118.0459799,118.7607602
Greece,27.2493788,29.19584642,30.36709364,32.40292225,33.17135702,35.10846502,35.93374544,38.19600693,39.2187185,40.60868336,41.2290456,43.96360016,45.15917432,47.16318897,47.15078555,49.32837424,50.07551915,52.08795041,52.65310804,54.51536597,55.17057927,57.04172699,57.01763161,58.80479784,59.89066752,61.96041089,61.60204403,63.26803867,63.74430513,65.43205273,64.86713001,66.33616331,66.55815297,68.88404574,68.18812869,69.15960569,68.95004294,70.5515606,69.57206971,70.9087294,70.94699006,72.43999458,71.63061443,73.7875576,73.29968643,75.10989095,74.3319187,75.8078551,76.20233819,77.74586584,76.91024924,78.52632481,79.13605219,80.59850457,79.53652893,81.03698691,81.28623993,82.92687064,81.78505135,83.59515519,83.99915562,85.67381184,84.95054418,86.65412828,86.73821044,88.4267836,87.86781761,89.15188023,89.06120036,90.72145304,90.20303979,92.39475683,92.85116641,95.03234256,94.4694703,95.07639551,94.28840924,95.6595844,95.11718316,96.93136777,97.14595431,100.5988635,100.3807935,101.8743887,101.7068989,104.1378784,102.7676966,104.706939,103.7700714,105.7334763,104.1280121,105.8939556,103.7921533,105.2307619,103.0565057,103.5811341,102.4183135,103.6874155,102.4299249,101.6703498,99.98111549,101.4712776,100.5822451,101.0506486,99.06014485,100.5109153,99.58950505,100.5966318,100.4504084,101.8008944,100.5512768,101.4369131,100.3326028,102.3481751,101.5280259,102.5596977,101.0035754,102.677792,101.4610152,102.6552739,101.367664,101.2579763,99.53304533,100.549723,99.72167731,101.5526918,101.3400584,105.0224275
Guatemala,15.17824354,17.2003682,19.10468211,21.55760725,23.75029373,24.16702724,24.61365304,24.73498052,25.41722779,26.33509655,27.27758248,28.00730573,28.8214307,29.89579432,30.27736045,30.69409397,32.00232071,32.81117057,33.45649209,34.41128661,34.67855874,35.5102674,36.27339966,37.37941393,38.38520116,39.44901456,40.55327047,41.35860359,42.86025095,43.22423339,43.84669611,44.56411077,45.54879756,46.34885558,46.63195303,47.50586256,47.8927038,48.11425833,49.43655202,50.29111948,51.11010021,51.9068461,51.92981216,52.48806427,54.08332266,54.88536841,56.21386709,57.36570371,58.94859576,59.95380287,60.6940169,61.05087426,62.48007031,63.24678365,63.78736955,64.61768122,66.44613353,67.74283304,68.74980678,70.45282902,72.39081181,73.65924539,75.19443868,77.0493903,77.84966942,79.220567,80.13744308,80.65682953,83.00643492,83.75548204,85.24650982,87.53958334,90.27077877,93.85348532,96.77724239,97.20476458,96.09356023,95.88333238,96.45395083,96.70481095,98.60392808,99.50313796,100.3034171,101.5895169,103.576965,105.666536,107.6264689,107.9865258,108.8017492,109.7664302,110.8024432,111.5531281,113.2922713,114.5932319,115.7379414,116.4512618,117.4023558,118.2685306,119.8140583,120.3167793,120.2148764,121.2305089,122.2733154,123.4485958,125.3881481,126.4343514,127.9459114,129.0702403,130.3134559,131.6551777,134.0431029,135.3406667,135.9622745,136.8318461,138.7408275,139.7530632,141.7333767,143.2585237,142.9833858,143.7102933,143.9956215,146.1593602,148.71033,151.1967613,152.1920132,153.1125362,154.2130878,155.6872834
Haiti,5.575728117,5.815567202,6.186999414,6.70912698,6.802381182,6.796541025,6.884844198,7.548753237,8.150756613,8.271297452,8.353293256,8.683846138,9.281644601,10.05347974,10.48168005,11.18950707,12.22087878,14.17242562,15.99455458,16.06954219,17.11586471,17.76809343,18.65509647,19.80373853,20.33355757,21.09674928,24.44275727,25.41894623,26.37823148,27.05359708,27.52593281,27.90129017,28.27185367,28.60333787,28.85862613,28.86105591,29.05255314,29.29761455,29.63291661,30.05467103,30.43189872,31.47538287,32.41353815,34.73366132,35.79029168,36.37879959,36.73715107,37.3340655,37.94401156,38.43939424,39.33838394,40.80341477,44.83607752,49.24367059,52.20861476,55.15891447,57.00593432,60.65500844,62.37241437,63.78197705,65.70617488,67.98430898,70.9073633,73.28582396,74.825199,76.96462043,78.11971166,79.50064057,80.12078128,81.56778825,82.9645958,85.04573591,87.95375601,94.04216882,97.66599179,100.4208272,95.11449616,94.1621709,95.42238282,96.88078679,99.12730546,99.99988409,100.361253,100.5115574,103.0410159,105.8677524,107.7246052,108.6978058,109.4116919,110.5318905,112.2759856,114.4549066,115.618627,116.7042672,117.5028586,118.132868,118.8215161,120.1187228,121.8550739,123.252505,124.7223336,125.7848377,130.6312586,135.4947159,139.0941354,142.165811,145.3158288,149.4852029,153.2318124,157.4829567,161.5049333,165.3650993,170.0281711,175.2997843,181.9849344,189.8514922,198.3367976,207.0529956,217.3277191,228.5837364,240.3592622,255.7136243,274.3582069,274.9354385,283.5361902,292.3678346,307.4335809,338.0845819
Honduras,8.031372251,8.635791791,9.22518136,10.17743737,11.21772606,11.983181,12.45125723,12.67133895,12.84847789,13.08466315,13.20382934,13.41961678,13.74705543,14.27525155,14.97629233,15.20710974,15.90063553,17.16530022,18.39346355,19.39403017,21.08597546,22.51274911,23.45641656,24.67491777,25.77679844,27.42663463,29.42460139,30.9684848,32.66372933,33.70812104,34.91900999,35.25200445,36.47802951,38.35490737,39.80797411,40.5647797,41.92702976,42.65356313,43.77363541,44.95425213,46.24082164,47.81270161,48.78192012,49.62670556,51.03058064,52.38204774,53.47898008,54.18962817,55.07610096,56.29194228,57.53424658,58.41216983,59.89555741,60.74320745,61.57572088,62.54446379,63.95216832,65.49610232,66.9794899,68.19041853,69.84030879,71.45992583,73.00385984,73.62446076,74.54779384,75.65276622,76.56096269,77.22697344,78.93741013,80.32997805,81.69227276,84.11413002,86.09702566,89.20003027,92.98418224,93.8621055,94.30106713,95.02762431,96.13259669,96.58669492,97.78248694,99.06909862,100.5373496,102.6110649,104.0793158,106.5617195,107.9996973,108.4083857,109.8615,112.0714448,112.9342314,114.3722092,116.0977825,117.5811701,118.9434648,119.8062514,122.8789828,124.801332,126.4966321,127.2080527,127.4805116,129.2514947,130.3110573,130.1748278,131.0830243,132.369636,133.7016575,134.1557557,135.9872852,137.5766291,138.6664648,139.9833497,141.9965186,143.2377204,144.6605616,146.3255884,147.7635662,150.3065163,151.1238931,152.1834557,153.7576629,154.4539469,156.0130175,158.0110497,159.9031257,161.3865133,162.9607205,165.8669492
India,21.60389957,22.46641023,23.41106774,24.31465277,24.84858929,25.25931028,26.77897679,27.64148934,28.17542397,28.79150734,29.85937849,30.0236684,29.77723733,30.43438749,31.54333302,32.48799053,32.65228044,33.59693605,35.0344576,35.69161156,35.85589957,37.00591568,38.81308764,39.30594979,39.01844813,40.45596968,42.13992421,42.9202918,43.16672477,43.57744387,44.2756684,45.30247276,47.06856845,48.09536902,51.09362956,53.39366367,51.29898816,51.50435054,52.53115111,53.64009474,53.18830317,54.21510564,54.70796968,55.2419081,54.74904027,55.69369967,57.25443865,57.87052582,57.54194221,58.19910943,59.55446708,59.9651729,59.71874941,60.95092373,61.56699195,61.97771672,62.10093794,62.59380388,64.15454287,64.56526765,64.72954998,65.09917575,66.53673141,67.80994789,67.64566556,68.97205116,70.67740407,72.19327333,72.38275699,73.33017527,75.4144955,76.17243013,76.93036476,79.01468498,82.23590715,83.94126007,84.13074372,86.02558029,91.89957366,95.12079583,97.0156324,97.77356703,101.3737565,103.8370441,105.7318806,106.4898153,110.6584557,112.7670219,113.716599,117.2857338,121.7141047,124.225718,125.2781861,128.1001249,133.9824763,137.3608538,135.6915379,138.1557661,142.9252402,142.9252402,142.845749,145.1907404,148.5691179,150.5563988,150.3576707,153.4180832,156.2400221,156.2002764,155.6835834,156.8362063,160.8902593,163.314742,162.8775402,164.3083824,167.0905756,167.5277774,166.8918475,169.3560758,172.8934358,177.3449449,178.0206204,180.4848487,184.817121,188.6327003,186.685165,190.5802355,194.1970867,198.0524116
Indonesia,12.14634907,12.41362809,12.90962726,13.14109037,13.28988755,13.59575108,14.08623138,14.40587561,14.59600759,14.84950957,14.97627154,15.12231112,15.93794354,16.25207623,16.44771609,16.66540582,17.19997851,17.48930373,17.91089881,18.27462811,18.77338123,19.3217273,19.5752366,19.88110013,20.76837903,20.86482199,20.9557534,21.14588538,21.6914775,21.88160948,22.28942752,23.08577501,27.70403232,32.74938894,39.30202799,41.18404453,43.14873796,42.85665147,41.9115068,41.88394905,42.89247105,43.32508923,44.29228011,45.55431141,46.8962437,48.15827866,49.9438559,51.31335326,53.71892304,54.27002672,55.12699393,56.55711467,57.91007739,58.18562556,58.64304388,59.77831687,60.71244211,61.90007299,62.57793132,63.54787247,65.41611928,66.64232368,67.83271583,74.84827011,76.47403072,76.98104932,77.92068611,79.37835362,81.33753184,81.61859523,82.99084653,84.71580405,87.55674596,89.95405025,92.86112709,94.10662741,94.25817488,94.23613234,95.42927477,96.54251254,97.70533962,98.35564386,101.2985366,102.6404799,104.3792145,104.1505053,106.0270213,106.8674502,108.2672592,108.8321436,110.7830234,111.5766132,113.3841085,114.52304,119.5035764,120.2286839,122.1842769,122.6420468,124.7038423,128.0144342,130.1787702,131.3067152,133.5442945,134.1741858,135.8221574,135.8514547,137.583656,138.6053984,140.7733966,141.681612,142.8205435,143.454097,145.387717,146.2922703,147.2334452,148.0061608,149.2036868,150.8919422,152.2396168,152.3714545,153.5627548,154.0820124,154.0673638,154.6107915,155.7612588,156.3585204,156.485817,157.3327646
Ireland,60.46551274,60.67152822,61.18656693,61.49559015,62.01062886,62.52566757,63.34972949,63.76176046,64.27679916,64.79183787,65.10086109,65.20386884,65.51289206,65.40988432,66.02793076,66.23394625,66.64597721,67.16101592,67.67605462,67.77906236,68.29410107,69.01515526,69.32417848,69.42718622,69.73620945,70.04523267,70.35425589,70.76628686,70.76628686,71.18378707,71.32295381,71.91441246,72.05357919,73.06253805,73.44524659,73.51482996,73.09732974,74.07149691,74.45420544,75.21962251,76.26337305,77.93337392,79.08149952,80.16004175,80.33400017,82.21275115,82.73462642,83.43046012,84.19587719,85.97025311,86.28337827,87.43150387,88.33608768,89.20587979,88.99712969,89.34504653,89.76254675,90.80629729,91.32817257,91.81525615,91.74567278,92.89379838,93.65921545,94.25067409,94.66817431,96.47734192,97.62546751,98.42567626,99.43463512,101.2785944,102.2527616,103.1921371,104.1315126,105.9754719,106.7408889,105.8015134,102.6006784,101.209011,100.2000522,99.7129686,99.12150996,99.88692702,100.4088023,100.5827607,101.3481778,102.7050535,102.8442202,103.3313038,103.5748456,104.5142211,104.6533878,104.4446377,104.5490128,105.0708881,105.0360964,104.6533878,104.6533878,105.4188049,105.3492215,104.6533878,104.0619292,105.0360964,105.2100548,104.5490128,103.9575541,105.1752631,105.3492215,104.409846,104.4794294,105.4188049,105.4883883,104.9317213,104.7925546,105.5579716,106.3233887,105.6971384,105.627555,106.8800557,107.0540141,106.7756806,106.7060972,106.5321388,106.1494303,105.52318,106.4973471,108.0629729,109.2458902,111.1246412
Italy,54.68068147,55.37284018,56.12150699,57.18093424,58.14700217,58.98458723,59.67326548,60.51085412,61.46011479,62.22324824,62.68857526,63.45170871,64.27067996,65.05242721,65.70388145,66.3553357,67.08124513,67.69547537,68.21663661,68.97976647,70.00348234,71.30639441,72.06952786,72.8326613,73.62709375,74.43801802,74.62882289,74.98658202,75.46359777,75.84521109,75.98831474,76.46532691,76.9900403,77.39550423,77.53860788,77.77711397,78.06332844,78.51648283,78.87424913,79.39896251,79.89982888,80.47224348,80.94925565,81.52167384,82.21334149,82.92886691,83.21507422,83.47743091,84.19295275,84.81307216,85.21853608,85.79095069,86.48261834,87.10273774,87.5558993,87.96135965,88.46222601,89.13004663,89.51165637,89.70246124,90.15562639,90.77573862,91.32431337,91.63436411,92.08753284,92.80305468,93.30391388,93.30391388,93.68553078,94.28179958,94.83036358,95.49818062,96.54761098,97.64474614,98.59877048,98.16945952,97.97865466,98.47951743,98.7180271,98.81342595,99.24274049,99.86285273,100.316025,100.5783817,101.5636011,102.530558,103.1307374,103.8976344,104.8645877,105.8982252,106.3983819,106.4650661,106.8651821,107.1319296,107.5987442,107.1986174,107.3986736,107.5987191,107.5320349,107.2986438,107.1319332,107.6654248,107.7320947,107.4653507,107.030233,107.2452971,107.7112693,107.6037373,108.4639937,108.8582778,108.9299659,108.6073697,109.252562,109.8619103,110.5429466,110.1486624,110.2920385,110.7938547,110.9372308,110.4712586,110.6146346,110.6504787,110.3995705,110.2203505,111.2598269,111.9767073,112.8011196,114.1273483
Japan,93.10970995,94.35301468,94.59476838,96.07982681,96.5633342,97.56488524,97.56488524,98.73911749,98.4282913,99.80974101,99.32623361,99.74066852,99.70613228,100.6386108,101.087582,100.811292,100.949437,101.3638719,101.087582,101.6401619,101.087582,101.3293357,101.087582,101.0185095,100.7422196,101.4674806,101.2947994,101.5710894,101.3293357,103.5396552,103.505119,103.7814089,103.366974,103.8850176,103.2979015,104.3339888,103.2633653,103.6087277,103.2979015,103.2979015,102.6417129,102.8834666,102.6417129,102.5035679,102.1927417,102.1236693,101.8473793,101.4674806,100.7422196,101.1911907,101.0185095,100.9149008,100.5004659,100.949437,100.7767558,100.6040746,100.3623209,100.6386108,100.6731471,101.1221182,100.3968571,100.5350021,100.3623209,100.3623209,100.2587122,100.7076833,100.9839733,100.7076833,100.1551034,100.6386108,100.8458283,101.2602632,101.1566545,102.0200605,102.9870753,102.2963505,101.0185095,101.0185095,100.7076833,100.1896397,100.1582,100.2285112,99.70117771,99.91211109,99.63086658,99.84179996,99.84179996,99.59571102,99.94726665,100.0175778,99.4199332,99.34962208,99.27931095,99.73633327,100.2988223,100.7558446,100.7910002,103.2870452,103.6737564,103.3573563,103.1112674,103.8846898,103.7792231,103.6034452,103.1464229,103.4979786,103.2870452,103.9198453,103.4979786,103.9198453,103.9198453,104.5174899,104.83389,104.6229566,105.0799789,105.4315345,105.15029,105.396379,105.4315345,105.958868,105.8534013,105.5370012,105.4666901,104.9745122,105.2909123,104.7635788,105.2909123,105.5018457
